3.4772 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
8.9204 	INFO 	Loaded monitor calibration from ['2022_10_20 13:53']
9.3022 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3039 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3085 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3110 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3137 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3193 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3212 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3228 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3280 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3302 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3311 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3339 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3351 	DEBUG 	Uploading Texture Font fontname to graphics card
9.3407 	DEBUG 	Upload of Texture Font fontname complete
9.3697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3753 	DEBUG 	Uploading Texture Font fontname to graphics card
9.3790 	DEBUG 	Upload of Texture Font fontname complete
10.4861 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.4868 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fda337028b0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fda33702850>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fda337026d0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fda33ad9070>, multiSample=False, name='window1', numSamples=2, pos=[367.5, 239.0], screen=0, size=array([2940, 1912]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.4940 	EXP 	window1: mouseVisible = True
10.4941 	EXP 	window1: backgroundImage = ''
10.4941 	EXP 	window1: backgroundFit = 'none'
10.4971 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.4971 	EXP 	window1: recordFrameIntervals = False
10.5770 	EXP 	window1: recordFrameIntervals = True
11.4208 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.4219 	EXP 	window1: mouseVisible = False
17.2262 	INFO 	keyboard.Keyboard is using iohub backend.
17.2263 	EXP 	ETchi: status = STARTED
17.2331 	EXP 	window1: mouseVisible = True
17.2904 	EXP 	Created intro_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=' Tasks', units='height', win=Window(...), wrapWidth=1)
17.2946 	EXP 	window1: mouseVisible = True
17.3684 	EXP 	Created intro_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.3684 	INFO 	keyboard.Keyboard is using iohub backend.
17.3743 	EXP 	window1: mouseVisible = True
17.4469 	EXP 	Created Intro_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Intro_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.4469 	INFO 	keyboard.Keyboard is using iohub backend.
17.4512 	EXP 	window1: mouseVisible = True
17.4527 	EXP 	Created pracintro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pracintro', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.4527 	INFO 	keyboard.Keyboard is using iohub backend.
17.4570 	EXP 	window1: mouseVisible = True
17.4908 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2. , 0.7]), texRes=128.0, units='height', win=Window(...))
17.4950 	EXP 	window1: mouseVisible = True
