3.5435 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
9.8898 	INFO 	Loaded monitor calibration from ['2022_10_20 13:53']
10.2860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2924 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2949 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3063 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3081 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3115 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3132 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3137 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3146 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3186 	DEBUG 	Uploading Texture Font fontname to graphics card
10.3242 	DEBUG 	Upload of Texture Font fontname complete
10.3520 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3573 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3576 	DEBUG 	Uploading Texture Font fontname to graphics card
10.3609 	DEBUG 	Upload of Texture Font fontname complete
11.4501 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.4520 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbc6b29a940>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbc6b29a8e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbc6b29a760>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbc7ab1a100>, multiSample=False, name='window1', numSamples=2, pos=[367.5, 239.0], screen=0, size=array([2940, 1912]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.4586 	EXP 	window1: mouseVisible = True
11.4587 	EXP 	window1: backgroundImage = ''
11.4587 	EXP 	window1: backgroundFit = 'none'
11.4618 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.4618 	EXP 	window1: recordFrameIntervals = False
11.5505 	EXP 	window1: recordFrameIntervals = True
12.3840 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

12.3847 	EXP 	window1: mouseVisible = False
17.8966 	INFO 	keyboard.Keyboard is using iohub backend.
17.8968 	EXP 	ETchi: status = STARTED
17.9054 	EXP 	window1: mouseVisible = True
17.9507 	EXP 	Created intro_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=' Tasks', units='height', win=Window(...), wrapWidth=1)
17.9547 	EXP 	window1: mouseVisible = True
18.0249 	EXP 	Created intro_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.0249 	INFO 	keyboard.Keyboard is using iohub backend.
18.0291 	EXP 	window1: mouseVisible = True
18.0971 	EXP 	Created Intro_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Intro_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.0971 	INFO 	keyboard.Keyboard is using iohub backend.
18.1032 	EXP 	window1: mouseVisible = True
18.1045 	EXP 	Created pracintro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pracintro', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.1045 	INFO 	keyboard.Keyboard is using iohub backend.
18.1085 	EXP 	window1: mouseVisible = True
18.1421 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2. , 0.7]), texRes=128.0, units='height', win=Window(...))
18.1461 	EXP 	window1: mouseVisible = True
18.1503 	EXP 	Created early = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='early', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.1503 	INFO 	keyboard.Keyboard is using iohub backend.
18.1540 	EXP 	window1: mouseVisible = True
18.1554 	EXP 	Created late = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='late', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.1590 	EXP 	window1: mouseVisible = True
18.1604 	EXP 	Created pracfeedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='pracfeedback', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.1639 	EXP 	window1: mouseVisible = True
18.1814 	EXP 	Created intro_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumGothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.1814 	INFO 	keyboard.Keyboard is using iohub backend.
18.1865 	EXP 	window1: mouseVisible = True
18.2047 	EXP 	Created main_image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='main_image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2. , 0.7]), texRes=128.0, units='height', win=Window(...))
18.2087 	EXP 	window1: mouseVisible = True
18.2099 	EXP 	Created main_early = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='main_early', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.2099 	INFO 	keyboard.Keyboard is using iohub backend.
18.2139 	EXP 	window1: mouseVisible = True
